id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
288,High Noon,"Western,Thriller",en,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",12.815,1952-06-09,7.7,1112
675353,Sonic the Hedgehog 2,"Action,Adventure,Family,Comedy",en,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",1713.432,2022-03-30,7.7,2579
242582,Nightcrawler,"Crime,Drama,Thriller",en,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",56.904,2014-10-23,7.7,9102
11474,The Warriors,"Action,Thriller",en,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",21.659,1979-02-09,7.7,1667
1939,Laura,"Drama,Mystery",en,A police detective falls in love with the woman whose murder he's investigating.,9.806,1944-10-11,7.7,597
1632,Mississippi Burning,"Drama,Thriller,Crime,History,Mystery",en,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",10.881,1988-12-08,7.7,1279
910,The Big Sleep,"Crime,Mystery,Thriller",en,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",13.252,1946-08-23,7.7,786
247,The Killing,"Crime,Drama,Thriller",en,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",14.533,1956-06-06,7.7,1141
614409,To All the Boys: Always and Forever,"Romance,Comedy,Drama",en,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,56.354,2021-02-12,7.7,1582
522627,The Gentlemen,"Crime,Action,Comedy",en,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",67.919,2019-11-14,7.7,4271
1633,Fried Green Tomatoes,"Drama,Comedy",en,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",15.163,1991-12-27,7.7,1072
431693,Spies in Disguise,"Animation,Action,Adventure,Comedy,Family",en,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",50.525,2019-12-04,7.7,2313
29154,Stand and Deliver,Drama,en,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",12.461,1988-03-11,7.7,263
16391,Black Narcissus,Drama,en,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",7.789,1947-05-26,7.7,343
589739,Hair Love,"Animation,Family,Drama",en,"When dad has to unexpectedly step in for mom to do his daughter Zuri’s hair before a big event, what seems like a simple task is anything but as these locks have a mind of their own!",5.097,2019-08-14,7.7,378
100402,Captain America: The Winter Soldier,"Action,Adventure,Science Fiction",en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",73.722,2014-03-20,7.7,16361
1904,Memoirs of a Geisha,"Drama,Romance,History",en,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",21.762,2005-12-06,7.7,2440
688,The Bridges of Madison County,"Drama,Romance",en,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,18.625,1995-05-28,7.7,1708
568124,Encanto,"Animation,Comedy,Family,Fantasy",en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",864.184,2021-11-24,7.7,7005
1587,What's Eating Gilbert Grape,"Romance,Drama",en,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",34.72,1993-12-17,7.7,3216
15794,White Heat,"Crime,Drama,Thriller",en,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",6.598,1949-09-02,7.7,337
710356,2 Hearts,"Romance,Drama",en,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",13.173,2020-10-16,7.7,366
15251,Eddie Murphy: Delirious,"Comedy,TV Movie",en,"Taped live and in concert at Constitution Hall in Washington, D.C. in August, 1983, Eddie Murphy: Delirious captures Eddie Murphy's wild and outrageous stand-up comedy act, which he performed in New York and eighteen other cities across the U.S. to standing-room-only audiences. Eddie's comedy was groundbreaking, completely new, razor sharp and definitely funny.Eddie Murphy pontificates in his own vulgarly hilarious fashion on everything from bizarre sexual fantasies to reliving the family barbecue, and is peppered with Eddie's one-of-a-kind wit. Laugh along as Eddie reminiscences of hot childhood days and the ice cream man intermixed with classic vocal parodies of top American entertainers.Experience Eddie Murphy at his best, live and red hot! Delirious! Uncensored and Uncut!",5.387,1983-08-17,7.7,258
566525,Shang-Chi and the Legend of the Ten Rings,"Action,Adventure,Fantasy",en,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,578.648,2021-09-01,7.7,6873
313297,Kubo and the Two Strings,"Animation,Adventure,Family",en,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",56.998,2016-08-18,7.7,3086
25768,"Steamboat Bill, Jr.","Comedy,Drama,Family,Romance",en,The just out of college effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was little.,6.673,1928-05-09,7.7,245
286217,The Martian,"Drama,Adventure,Science Fiction",en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",65.223,2015-09-30,7.7,17194
82702,How to Train Your Dragon 2,"Fantasy,Action,Adventure,Animation,Comedy,Family",en,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",134.7,2014-06-05,7.7,8228
4960,"Synecdoche, New York",Drama,en,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",14.053,2008-10-24,7.7,1102
22292,The Ghost and Mrs. Muir,"Fantasy,Romance,Mystery",en,"In 1900, strong-willed widow Lucy Muir goes to live in Gull Cottage by the British seaside, even though it appears to be haunted. On her very first night she meets the ghost of the crusty former owner, Captain Gregg—and refuses to be scared off. They eventually become friends and allies, after Lucy gets used to the idea of a man's ghost haunting her bedroom.",6.794,1947-05-25,7.7,224
37247,The Graduate,"Comedy,Drama,Romance",en,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",15.925,1967-12-21,7.7,2659
981,The Philadelphia Story,"Comedy,Romance",en,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",11.799,1940-12-05,7.7,670
343,Harold and Maude,"Comedy,Drama,Romance",en,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,10.34,1971-12-20,7.7,833
25188,The Last Picture Show,Drama,en,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures. Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.",10.34,1971-10-03,7.7,488
11898,Kind Hearts and Coronets,"Comedy,Drama",en,"When his mother eloped with an Italian opera singer, Louis Mazzini was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member who stands between himself and the family fortune. But when he finds himself torn between his longtime love and the widow of one of his victims, his plans go awry.",8.539,1949-06-21,7.7,383
2493,The Princess Bride,"Adventure,Family,Fantasy,Comedy,Romance",en,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",16.321,1987-09-25,7.7,3770
773,Little Miss Sunshine,"Comedy,Drama",en,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",12.588,2006-07-26,7.7,5802
22881,The Blind Side,Drama,en,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",70.283,2009-11-20,7.7,5192
28580,The Lost Weekend,Drama,en,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",9.795,1945-11-29,7.7,436
666243,The Witcher: Nightmare of the Wolf,"Animation,Action,Fantasy",en,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",17.601,2021-08-23,7.7,664
227932,My Mom is a Character 2,Comedy,pt,"Dona Hermínia is back, but now rich and famous since she is the host of her own successful TV show. However, the overprotective character will have to deal with her children's departures, as Marcelina and Juliano decide to move out. In counterpart, she will welcome, as a visitor, her sister Lúcia Helena, who's been living in New York.",5.939,2016-12-22,7.7,450
13151,Scooby-Doo on Zombie Island,"Animation,Comedy,Family,Mystery,Adventure,Horror",en,"The Mystery Gang reunite and visit Moonscar Island, a remote island with a dark secret. Daphne wants more than just a villain in a costume, and they get more than they ever expected.",25.804,1998-09-22,7.7,564
820,JFK,"Drama,Thriller,History",en,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,12.912,1991-12-20,7.7,1633
550988,Free Guy,"Comedy,Adventure,Science Fiction",en,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,289.962,2021-08-11,7.7,6013
31216,I Can't Think Straight,"Drama,Romance",en,"I CAN'T THINK STRAIGHT is a 2007 romance movie about a London-based Jordanian of Palestinian descent, Tala, who is preparing for an elaborate wedding. A turn of events causes her to have an affair and subsequently fall in love with another woman, Leyla, a British Indian.",11.371,2008-06-01,7.7,252
624932,Dave Chappelle: Sticks & Stones,Comedy,en,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",7.885,2019-08-26,7.7,218
12501,The Big Country,"Drama,Western,Romance",en,"Retired wealthy sea captain Jim McKay arrives in the vast expanse of the West to marry fiancée Pat Terrill. McKay is a man whose values and approach to life are a mystery to the ranchers and ranch foreman Steve Leech takes an immediate dislike to him. Pat is spoiled, selfish and controlled by her wealthy father, Major Henry Terrill. The Major is involved in a ruthless civil war, over watering rights for cattle, with a rough hewn clan led by Rufus Hannassey. The land in question is owned by Julie Maragon and both Terrill and Hannassey want it.",10.803,1958-09-30,7.7,246
14813,Mickey's Christmas Carol,"Family,Animation",en,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",14.427,1983-10-19,7.7,718
8358,Cast Away,"Adventure,Drama",en,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",36.479,2000-12-22,7.7,9561
576,The Wild Bunch,"Adventure,Western",en,"Aging outlaw Pike Bishop prepares to retire after one final robbery. Joined by his gang, Dutch Engstrom and brothers Lyle and Tector Gorch, Bishop discovers the heist is a setup orchestrated in part by a former partner, Deke Thornton. As the remaining gang takes refuge in Mexican territory, Thornton trails them—resulting in fierce gunfights with plenty of casualties.",12.737,1969-06-17,7.7,915
1592,Primal Fear,"Crime,Drama,Mystery,Thriller",en,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",21.671,1996-03-06,7.7,2539
14624,The Ultimate Gift,"Romance,Drama,Family",en,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",25.882,2007-03-09,7.7,341
10331,Night of the Living Dead,"Horror,Thriller",en,A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,15.358,1968-10-04,7.7,1877
612706,Work It,"Comedy,Music",en,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,15.29,2020-08-07,7.7,1001
4347,Atonement,"Drama,Romance",en,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",30.536,2007-09-07,7.6,3420
44214,Black Swan,"Drama,Thriller,Horror",en,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,37.096,2010-12-03,7.6,12415
13466,October Sky,"Drama,Family",en,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",9.757,1999-02-19,7.6,939
793,Blue Velvet,"Drama,Crime,Mystery,Thriller",en,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",17.027,1986-01-01,7.7,2591
514439,Breakthrough,Drama,en,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",43.032,2019-04-10,7.6,880
1879,Guess Who's Coming to Dinner,Drama,en,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,9.342,1967-12-11,7.6,635
9377,Ferris Bueller's Day Off,Comedy,en,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",15.383,1986-06-11,7.6,3975
11362,The Count of Monte Cristo,"Adventure,Drama,History",en,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",28.595,2002-01-23,7.6,1416
436969,The Suicide Squad,"Action,Comedy,Adventure,Science Fiction",en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",308.481,2021-07-28,7.6,6397
10322,Being There,"Comedy,Drama",en,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",9.857,1979-12-19,7.6,742
812,Aladdin,"Animation,Family,Adventure,Fantasy,Romance",en,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",86.122,1992-11-25,7.6,9759
578,Jaws,"Horror,Thriller,Adventure",en,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",59.754,1975-06-20,7.6,8471
207703,Kingsman: The Secret Service,"Crime,Comedy,Action,Adventure",en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,87.497,2015-01-24,7.6,14538
871,Planet of the Apes,"Science Fiction,Adventure,Drama,Action",en,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",48.892,1968-02-07,7.6,2701
234567,Get a Horse!,"Animation,Family,Comedy",en,"Mickey, Minnie, Horace Horsecollar, and Clarabelle Cow go on a musical wagon ride until Peg-Leg Pete tries to run them off the road.",5.842,2013-11-27,7.6,202
560057,The Sea Beast,"Animation,Adventure,Family,Fantasy",en,The life of a legendary sea monster hunter is turned upside down when a young girl stows away on his ship.,1723.363,2022-06-24,7.6,439
398978,The Irishman,"Crime,Drama,History",en,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",23.632,2019-11-01,7.6,5487
18197,Running on Empty,"Drama,Crime,Romance",en,"The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind.",6.172,1988-09-09,7.6,222
433471,Lou,"Family,Fantasy,Animation",en,A Pixar short about a lost-and-found box and the unseen monster within.,7.143,2017-06-16,7.6,305
4995,Boogie Nights,Drama,en,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",24.132,1997-10-07,7.6,2537
585244,I Still Believe,"Music,Drama,Romance",en,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,71.182,2020-03-12,7.6,990
18900,In Cold Blood,"Crime,Drama,History",en,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",9.636,1967-12-15,7.6,278
13363,The Man from Earth,"Science Fiction,Drama",en,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",19.748,2007-06-10,7.6,1853
982,The Manchurian Candidate,"Thriller,Drama,Mystery",en,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",10.698,1962-10-01,7.6,520
212,Arsenic and Old Lace,"Comedy,Crime",en,"Mortimer Brewster, a newspaper drama critic, playwright and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!",9.425,1944-09-01,7.6,699
283995,Guardians of the Galaxy Vol. 2,"Adventure,Action,Science Fiction",en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,158.159,2017-04-19,7.6,18536
430,"One, Two, Three",Comedy,en,"C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.",7.271,1961-12-15,7.6,278
1712,Giant,"Drama,Western",en,"Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations.",12.58,1956-11-08,7.6,527
831405,Injustice,"Animation,Science Fiction,Fantasy,Action",en,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",115.331,2021-10-09,7.6,586
425909,Ghostbusters: Afterlife,"Fantasy,Comedy,Adventure",en,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",368.083,2021-11-11,7.6,2993
1654,The Dirty Dozen,"Action,Adventure,War",en,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",18.436,1967-06-15,7.6,931
1726,Iron Man,"Action,Science Fiction,Adventure",en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",135.952,2008-04-30,7.6,23032
11686,Love and Death,"History,Comedy",en,"Boris is a simple Russian villager who pines from afar for his beautiful cousin Sonja. Forced against his will into joining the Russian army during the Napoleonic Wars, the cowardly Boris accidentally becomes a military hero. But when his beloved Sonja comes to him with a dangerous patriotic scheme, Boris debates his desires and beliefs.",8.641,1975-06-10,7.6,695
42987,The Servant,Drama,en,"A decadent London aristocrat hires a man-servant to attend to his needs. However, the balance of power starts to shift...",7.918,1963-11-14,7.6,234
13355,Scooby-Doo! Pirates Ahoy!,"Fantasy,Animation,Comedy,Family,Mystery,Adventure",en,Ghost pirates attack the cruise ship that Scooby and the gang are vacationing on.,26.004,2006-01-01,7.6,210
9912,The World's Fastest Indian,"Drama,Adventure,History",en,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",11.306,2005-10-12,7.6,552
746,The Last Emperor,"Drama,History",en,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",14.787,1987-05-27,7.6,1285
218,The Terminator,"Action,Thriller,Science Fiction",en,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",50.622,1984-10-26,7.6,10634
333339,Ready Player One,"Science Fiction,Adventure,Action",en,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",113.572,2018-03-28,7.6,13104
642,Butch Cassidy and the Sundance Kid,"Western,Drama,Crime",en,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",14.628,1969-01-15,7.6,1735
11040,Little Big Man,"Adventure,Western,Comedy,Drama",en,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",7.859,1970-12-14,7.6,459
306819,The Danish Girl,Drama,en,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",15.769,2015-01-01,7.6,5233
9444,Anastasia,"Animation,Family",en,"This animated adventure spins a more optimistic twist on the long-mythicized story of the ""lost daughter"" of Russia's last czar. A wicked sorcerer places a curse on the Romanov family, and Anastasia is separated from them during their attempts to escape from a rowdy revolt seizing their palace. Years later, after growing up with amnesia in an orphanage, ""Anya"" encounters two Russian men seeking a reward offered by the Dowager Empress Marie, for the return of her missing granddaughter. They decide to travel together to visit the Empress in Paris. Will Anya finally be reunited with her remaining family and find a loving home at last?",53.967,1997-11-20,7.6,4645
244,King Kong,"Adventure,Fantasy,Horror",en,"Adventurous filmmaker, Carl Denham, sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to displayed on Broadway as Kong, the eighth wonder of the world.",21.704,1933-03-15,7.6,1117
14784,The Fall,"Adventure,Fantasy,Drama",en,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",9.226,2006-01-01,7.6,1009
1933,The Others,"Horror,Mystery,Thriller",en,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",34.252,2001-08-02,7.6,5299
3767,Gilda,"Drama,Romance,Thriller",en,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",7.837,1946-04-25,7.6,430
